,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B11,APUDCM_B21,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUFIB_B10,APUFIB_B20,APUFPLO_B20,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_D11,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGEN2_D11,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BATTC_B21,BATTVMON_B21,BKPSTC_B21,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,INTSUP_B21,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11,STCMON_B21,STC_B11,STC_B21,Failure_4962W010
1335667260,1.7742265335213019,0.23934290400354594,1.0,0.0,-0.8181815184274254,0.0,-0.26953561849992214,0.4536904631874663,0.0,0.0,0.0,0.0,-1.5027027137745386,-0.3529489192096684,1.0,-1.0,0.3113771021263742,0.0,0.0,0.0,0.0,3.2275668695674473,0.2920830114702626,-1.5759899658578012,0.5001417686869545,0.0,0.0,0.15227517364269447,-0.537304479239004,-0.5007954388732596,1.0,1.0,-0.0814811378856252,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,-0.8197615271059897,0.5011198222313544,0.0,0.0,0.20259510388803387,0.09928337748643701,0.08112397355476843,0.4718098691987828,0.0,0.0,0.20259510388803387,1.6650975569303892,1.720528451107992,-1.5257048159366893,0.413802944300995,-1.0,-1.0,0.48571364920899546,-0.8357914336418024,0.787892771042766,0.5246375052235248,-0.6453751443059891,0.4999275424775811,0.0,1.0,0.14400336530781715,0.0,0.2932669367695363,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.3318310270644075,-0.9747874628623542,0.49509534419490203,1.0,-1.0,0.2137850056056457,2.158405412801123,1.8787172407362145,-1.4604197134725188,0.4974248755836147,0.0,-1.0,0.12605675788381115,0.6427307487533832,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.8183989243736679,-0.8183519145694552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6035667705099383,-0.3401589768655665,0.5563508379619697,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,0.33299693423086285,1.364787306042175,1.5207028615967773,0.3535111105209708,0.0,-1.0,0.7045769068327277,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1335834860,1.7742265335213019,0.23934290400354594,1.0,0.0,-0.8023717037879444,0.0,-0.26953561849992214,0.3933569840505249,0.0,0.0,0.0,0.0,-1.5027027137745386,-0.3529489192096684,1.0,-1.0,0.3113771021263742,0.0,0.0,0.0,0.0,-0.5122025953340739,0.2524247292737163,-1.5759899658578012,0.5001417686869545,0.0,0.0,0.11853031784737136,-0.537304479239004,-0.5007954388732596,1.0,1.0,-0.12727470976781832,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,-0.8197615271059897,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,0.08112397355476843,0.4718098691987828,0.0,0.0,0.20259510388803387,-0.5854447579286118,-0.5367825169368212,-1.5257048159366893,0.413802944300995,-1.0,-1.0,-0.08884200845727118,-0.8187685652876129,-0.5779275353785575,-0.35960590163864814,-0.6453751443059891,0.4999275424775811,0.0,1.0,0.1539926589231533,0.0,0.3569357313595679,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.32271559787610793,-0.9747874628623542,0.49509534419490203,1.0,-1.0,0.2137850056056457,-0.6628520764075846,-0.5301349093620696,-1.4604197134725188,0.4974248755836147,0.0,-1.0,0.35328877500275346,0.6427307487533832,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.8025906263691117,-0.8025436733665449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.2736993448309066,0.5563508379619697,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,-0.5229774672258077,-0.6615950075734339,1.5207028615967773,0.3535111105209708,0.0,-1.0,0.7045769068327277,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1335868159,1.7742265335213019,0.23934290400354594,1.0,0.0,-0.7971017655747842,0.0,-0.26953561849992214,0.3933569840505249,0.0,0.0,0.0,0.0,-1.5027027137745386,-0.3529489192096684,1.0,-1.0,-0.25717140241064756,0.0,0.0,0.0,0.0,0.41059766223902877,0.33835100736623336,-1.5759899658578012,0.5001417686869545,0.0,0.0,0.2956908107728176,-0.537304479239004,-0.5007954388732596,1.0,1.0,-0.23921455214651327,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,-0.8197615271059897,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,0.08112397355476843,0.4718098691987828,0.0,0.0,0.20259510388803387,0.7759187131850073,0.735520028688437,-1.5257048159366893,0.413802944300995,-1.0,-1.0,0.45624925650816084,-0.814864237683441,0.28977007105381264,0.6193778702444722,-0.6453751443059891,0.4999275424775811,0.0,1.0,1.2328363693794417,0.0,0.3498614208495643,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.35006188544100786,-0.9747874628623542,0.49509534419490203,1.0,-1.0,0.27167268394020705,0.14777272287572038,0.6296827925371041,-1.4604197134725188,0.4974248755836147,0.0,-1.0,0.807752809240638,0.6427307487533832,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.7973211937009262,-0.7972742596322415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.3235440688569014,0.5563508379619697,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,-0.5229774672258077,-0.6615950075734339,1.5207028615967773,0.3535111105209708,0.0,-1.0,-0.0050871978833699144,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1335983496,1.7742265335213019,0.23934290400354594,1.0,0.0,-0.7865618891484635,0.0,-0.26953561849992214,0.5743574214613492,0.0,0.0,0.0,0.0,-1.5027027137745386,-0.3529489192096684,1.0,-1.0,0.19766740121896928,0.0,0.0,0.0,0.0,-0.496013117131037,0.3581801484645065,-1.5759899658578012,0.5001417686869545,0.0,0.0,0.2366373131310022,-0.537304479239004,-0.5007954388732596,1.0,1.0,-0.11564459627392776,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,-0.8197615271059897,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,0.08112397355476843,0.4718098691987828,0.0,0.0,0.20259510388803387,-0.735685321182142,-0.6735892422728706,-1.5257048159366893,0.413802944300995,-1.0,-1.0,0.021649464170857054,-0.8012771776209227,-0.7225438031172858,-0.24118044536246425,-0.6453751443059891,0.4999275424775811,0.0,1.0,0.6734359269206256,0.0,0.3640100418695716,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.35461960003515763,-0.9747874628623542,0.49509534419490203,1.0,-1.0,0.2427288447729269,-0.7725873112450626,-0.6673914421312027,-1.4604197134725188,0.4974248755836147,0.0,-1.0,0.2112687643034145,0.6427307487533832,-0.5011198222312434,1.0,1.0,0.1877432832608206,-0.7867823283645555,-0.7867354321636346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.2736993448309066,0.5563508379619697,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,-0.5229774672258077,-0.47737843360837845,1.5207028615967773,0.3535111105209708,0.0,-1.0,-0.0050871978833699144,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1336009918,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.7848052430774101,0.0,-0.26953561849992214,-2.080315660564073,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,0.08395770031156531,0.0,0.0,0.0,0.0,2.191440264573086,0.2656441566725651,0.03510304523316665,0.5001417686869545,0.0,0.0,0.169147601540356,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.2268575565592552,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,1.8582639953992135,1.7855116456426152,-0.20251424391420664,0.413802944300995,-1.0,-1.0,0.13214093679898528,-0.7905012334334083,1.6288095871531496,1.2983504862279267,0.027149652227536354,0.4999275424775811,0.0,1.0,0.5136072290752497,0.0,0.3498614208495643,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.3409464562527077,1.009249645892103,0.49509534419490203,1.0,-1.0,0.22825692518928628,1.8752177099947285,1.9301884405246392,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.17150316130759946,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.7850258508084937,-0.7849789609188668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59758235198436,-0.3235440688569014,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.30600173699034966,0.0,0.20130856477599038,1.364787306042175,-0.45831327156247204,0.3535111105209708,0.0,-1.0,-0.0050871978833699144,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1336300257,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.7566989059405551,0.0,-0.26953561849992214,0.3933569840505249,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,-0.1434617015032436,0.0,0.0,0.0,0.0,0.2810818366147336,0.41766757175932606,0.03510304523316665,0.5001417686869545,0.0,0.0,0.3041270247216484,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.2399414342398816,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,0.6900669627544188,0.6807973385540173,-0.20251424391420664,0.413802944300995,-1.0,-1.0,0.45624925650816084,-0.766762921600043,0.29512622911821007,0.6588530223365335,0.027149652227536354,0.4999275424775811,0.0,1.0,1.2328363693794417,0.0,0.3640100418695716,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.38196588760005823,1.009249645892103,0.49509534419490203,1.0,-1.0,0.27167268394020705,0.08759533602936152,0.5610545261525377,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.767987206244823,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.7569222099115049,-0.7568754210025819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.30692916084823685,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,-0.5229774672258077,-0.8458115815384895,-0.45831327156247204,0.3535111105209708,0.0,-1.0,0.7045769068327277,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1336621237,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.7285925688037002,0.0,-0.26953561849992214,-2.080315660564073,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,-0.029752000595838636,0.0,0.0,0.0,0.0,-0.5122025953340739,0.29869272516968703,0.03510304523316665,0.5001417686869545,0.0,0.0,0.2282010991821714,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.17670269211685222,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.09928337748643701,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,-0.5854447579286118,-0.5231018444032163,-0.20251424391420664,0.413802944300995,-1.0,-1.0,0.5372763364354555,-0.730062242120827,-0.5404344289277762,-0.17012517159675375,0.027149652227536354,0.4999275424775811,0.0,1.0,0.9031896800733539,0.0,0.3498614208495643,-0.20259510388907684,0.0,0.0,0.0,0.18706926524414785,0.0,0.3318310270644075,1.009249645892103,0.49509534419490203,1.0,-1.0,0.24996480456474665,-0.6309934598418653,-0.5164092560851564,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.9043264165161878,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.7288185690145162,-0.7287718810862969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.30692916084823685,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,-0.4571332824983715,-0.6615950075734339,-0.45831327156247204,0.3535111105209708,0.0,-1.0,0.7045769068327277,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1336877585,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.707512815951059,0.0,-0.26953561849992214,0.4536904631874663,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,0.08395770031156531,0.0,0.0,0.0,0.0,2.126682351760939,0.2392053018748675,0.03510304523316665,0.5001417686869545,0.0,0.0,0.169147601540356,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.18833280561074278,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.09928337748643701,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,1.9717109513253486,1.9394192116456705,-0.20251424391420664,0.413802944300995,-1.0,-1.0,0.26473070395273895,-0.7041375068291256,1.6234534290887521,1.1483449082780932,0.027149652227536354,0.4999275424775811,0.0,1.0,0.5535644035365936,0.0,0.33924995508455913,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.35461960003515763,1.009249645892103,0.49509534419490203,1.0,-1.0,0.23549288498110607,2.009731868827766,2.009110946866891,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.767987206244823,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.7077408383417746,-0.7076942261490832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59758235198436,-0.3401589768655665,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,0.20130856477599038,1.1805707320771186,-0.45831327156247204,0.3535111105209708,0.0,-1.0,0.7045769068327277,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1336968848,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.6987295855957918,0.0,-0.26953561849992214,0.5140239423244077,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,0.08395770031156531,0.0,0.0,0.0,0.0,-0.5607710299431845,0.32513157996738457,0.03510304523316665,0.5001417686869545,0.0,0.0,0.25350974102866375,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.17888333839695714,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,-0.6958255799107972,-0.6564884016058644,-0.20251424391420664,0.413802944300995,-1.0,-1.0,0.32365948935440714,-0.6980467557666173,-0.39046200312465035,-0.1069649282494559,0.027149652227536354,0.4999275424775811,0.0,1.0,0.9531361481500339,0.0,0.30741555778954305,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.35461960003515763,1.009249645892103,0.49509534419490203,1.0,-1.0,0.25720076435656747,-0.645152844982185,-0.6365087222581478,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.6657327985412991,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.6989584505614657,-0.6989118699252441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.30692916084823685,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.278273745882747,0.0,-0.5229774672258077,-0.6615950075734339,-0.45831327156247204,0.3535111105209708,0.0,-1.0,0.7045769068327277,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1337213826,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.679406478814204,0.0,-0.26953561849992214,0.5743574214613492,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,0.19766740121896928,0.0,0.0,0.0,0.0,-0.5607710299431845,0.2325955881754431,0.03510304523316665,0.5001417686869545,0.0,0.0,0.14383895969386368,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.12291341720760926,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.6532846238607578,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,-0.870595214715924,-0.8103959676089199,-0.20251424391420664,0.413802944300995,-1.0,-1.0,-0.08884200845727118,-0.6800868487874266,-0.6422014321513256,-0.07538480657580669,0.027149652227536354,0.4999275424775811,0.0,1.0,0.39373570569121735,0.0,0.3533985761045659,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.32271559787610793,1.009249645892103,0.49509534419490203,1.0,-1.0,0.22825692518928628,-0.7725873112450626,-0.7874909083041941,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.33624637371883215,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.6796371974447859,-0.6795906862327983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.2736993448309066,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.25054575477514535,0.0,-0.5229774672258077,-0.6615950075734339,-0.45831327156247204,0.3535111105209708,0.0,-1.0,-0.0050871978833699144,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
1337390507,-0.5935338774312204,0.23934290400354594,1.0,0.0,-0.6618400181036697,0.0,-0.26953561849992214,0.5140239423244077,0.0,0.0,0.0,0.0,0.604454551143044,-0.3529489192096684,1.0,-1.0,0.19766740121896928,0.0,0.0,0.0,0.0,-0.4150657261158526,0.3449607210656577,0.03510304523316665,0.5001417686869545,0.0,0.0,0.17758381548918678,-0.3907824103401145,-0.5007954388732596,1.0,1.0,-0.12364029930097757,-0.059976014390406764,-0.059976014390406764,-0.08497185773241743,2.0116293870111224,0.5011198222313544,0.0,0.0,0.20259510388803387,0.09928337748643701,-0.7320588511798568,0.4718098691987828,0.0,0.0,0.20259510388803387,-0.5333204808814688,-0.4649589861353954,-0.20251424391420664,0.413802944300995,-1.0,-1.0,0.05111385687169062,-0.6652504038915733,-0.45473589989741847,-0.020119593646920935,0.027149652227536354,0.4999275424775811,0.0,1.0,0.6234894588439456,0.0,0.3498614208495643,-0.20259510388907684,0.0,0.0,0.0,0.19268375803708185,0.0,0.3682927438176083,1.009249645892103,0.49509534419490203,1.0,-1.0,0.23549288498110607,-0.6132942284164655,-0.4718008829351882,0.19720506890746192,0.4974248755836147,0.0,-1.0,0.47826638441817104,-0.03395558672692001,-0.5011198222312434,1.0,1.0,-0.47529945129342704,-0.6620724218841679,-0.6620259737851202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27788500718836356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6405901765821245,-0.30692916084823685,-0.15310689406498892,-0.5005926644756887,-1.0,-1.0,-0.19508977255994006,0.0,-0.5229774672258077,-0.6615950075734339,-0.45831327156247204,0.3535111105209708,0.0,-1.0,-0.0050871978833699144,0.30678599553894925,-0.27788500718836356,0.0,-0.2703274367816235,0
