,APUBLDP_C22,APUBLDP_C32,APUBLDP_C42,APUBLDP_C52,APUCYCNB_A10,APUDCM_B30,APUDMD_C22,APUDMD_C32,APUDMD_C42,APUDMD_C52,APUDP_C21,APUDP_C31,APUDP_C41,APUDP_C51,APUDP_D10,APUDUMES_C21,APUDUMES_C31,APUDUMES_C41,APUDUMES_C51,APUEGTC_B10,APUEGTC_B20,APUEGTC_C21,APUEGTC_C31,APUEGTC_C41,APUEGTC_C51,APUEGTC_D10,APUFF_C21,APUFF_C31,APUFF_C41,APUFF_C51,APUFF_D10,APUGEN1_C22,APUGEN1_C32,APUGEN1_C42,APUGEN1_C52,APUGEN1_E10,APUGEN2_C22,APUGEN2_C32,APUGEN2_C42,APUGEN2_C52,APUGOIT_B10,APUGOIT_B20,APUGOIT_C22,APUGOIT_C32,APUGOIT_C42,APUGOIT_C52,APUGOIT_D11,APUHR_A10,APUIT_B10,APUIT_B20,APUIT_C21,APUIT_C31,APUIT_C41,APUIT_C51,APUIT_D10,APUN1_B20,APUN1_C21,APUN1_C31,APUN1_C41,APUN1_C51,APUN1_D10,APUN2_B20,APUN2_C21,APUN2_C31,APUN2_C41,APUN2_C51,APUN2_D10,APUOIT_B10,APUOIT_B20,APUOIT_C22,APUOIT_C32,APUOIT_C42,APUOIT_C52,APUOIT_D11,APUP1_C21,APUP1_C31,APUP1_C41,APUP1_C51,APUP1_D10,APUST_B10,APUST_B20,APU_1_C23,APU_1_C33,APU_1_C43,APU_1_C53,APU_2_C23,APU_2_C33,APU_2_C43,APU_2_C53,APU_C30,APU_C40,APU_C50,BLEED_STATUS_10_C23,BLEED_STATUS_10_C33,BLEED_STATUS_10_C43,BLEED_STATUS_10_C53,BLEED_STATUS_11_C23,BLEED_STATUS_11_C33,BLEED_STATUS_11_C43,BLEED_STATUS_11_C53,BLEED_STATUS_12_C23,BLEED_STATUS_12_C33,BLEED_STATUS_12_C43,BLEED_STATUS_12_C53,BLEED_STATUS_13_C23,BLEED_STATUS_13_C33,BLEED_STATUS_13_C43,BLEED_STATUS_13_C53,BLEED_STATUS_1_C23,BLEED_STATUS_1_C33,BLEED_STATUS_1_C43,BLEED_STATUS_1_C53,BLEED_STATUS_2_C23,BLEED_STATUS_2_C33,BLEED_STATUS_2_C43,BLEED_STATUS_2_C53,BLEED_STATUS_3_C23,BLEED_STATUS_3_C33,BLEED_STATUS_3_C43,BLEED_STATUS_3_C53,BLEED_STATUS_4_C23,BLEED_STATUS_4_C33,BLEED_STATUS_4_C43,BLEED_STATUS_4_C53,BLEED_STATUS_5_C23,BLEED_STATUS_5_C33,BLEED_STATUS_5_C43,BLEED_STATUS_5_C53,BLEED_STATUS_6_C23,BLEED_STATUS_6_C33,BLEED_STATUS_6_C43,BLEED_STATUS_6_C53,BLEED_STATUS_7_C23,BLEED_STATUS_7_C33,BLEED_STATUS_7_C43,BLEED_STATUS_7_C53,BLEED_STATUS_8_C23,BLEED_STATUS_8_C33,BLEED_STATUS_8_C43,BLEED_STATUS_8_C53,BLEED_STATUS_9_C23,BLEED_STATUS_9_C33,BLEED_STATUS_9_C43,BLEED_STATUS_9_C53,IGV_B10,IGV_B20,IGV_C21,IGV_C31,IGV_C41,IGV_C51,IGV_D10,SCV_B10,SCV_B20,SCV_C21,SCV_C31,SCV_C41,SCV_C51,SCV_D10,STCMON_B11
1355918212,-1.874851317707804,-1.0,-1.0,-1.0,-0.9145161100214262,0.5021063801831467,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,1.4760810528530686,0.3077058507193578,0.6927364071001414,0.0,0.0,0.0,0.5900929161306568,0.2774798039234946,-1.0,1.0,1.0,0.41366013363163373,-0.6631238651288586,0.0,0.0,0.0,1.33630620956212,-0.6531063754252543,0.0,0.0,0.0,1.8175720547333438,1.8230805497496667,0.5814493340824192,1.0,1.0,-1.0,-0.1372218845490234,-0.957500310082489,2.0866566226116983,1.7044303937607208,0.5575350313599967,1.0,-1.0,0.0,0.5325289172548462,0.3090666530820399,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.33327617523834646,0.40377832155602555,-1.0,0.0,-1.0,0.5509147889156804,1.744019308419092,1.856829920834949,1.0765599305945683,-1.0,-1.0,0.0,1.1315390918738657,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.9145161100214262,-0.9145161100214262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2958001923540046,-0.3525953398800195,-0.10963225241346275,1.0,-1.0,1.0,-2.5048223071761204,1.4985256829113847,1.5696461505905148,-2.073271319938338,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
1356472430,-1.874851317707804,-1.0,-1.0,-1.0,-0.7715981096440563,0.4373610837911093,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,1.6504136449538367,0.0,0.0,0.0,0.0,-0.6913827919972706,-1.4056562726043382,0.6927364071001414,0.0,0.0,0.0,-1.9630684869953794,0.2774798039234946,-1.0,1.0,1.0,0.9049937872903292,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-0.9826177193222135,-1.0448686644959366,0.5814493340824192,1.0,1.0,-1.0,0.9162880677950717,-0.7672215129724789,-1.1660234690330424,-1.6765517530940148,0.5575350313599967,1.0,-1.0,0.0,-1.8792004240622404,0.3371949331730874,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.15196012135220008,0.40377832155602555,-1.0,0.0,-1.0,-2.0264805300817437,-0.877685435301163,-0.9766567563648382,1.0765599305945683,-1.0,-1.0,0.0,-2.0160172466573854,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.7715981096440563,-0.7715981096440563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03824212431260627,-0.2908176104850702,-0.10963225241346275,1.0,-1.0,1.0,0.45267873021280447,-0.466096617092834,-0.5935224506920358,-2.073271319938338,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1356664849,-1.874851317707804,-1.0,-1.0,-1.0,-0.7391167459219268,-1.9582148827142722,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,0.03605370387715831,-0.3776389986101206,0.6927364071001414,0.0,0.0,0.0,0.20711870566175142,0.2774798039234946,-1.0,1.0,1.0,1.1726606284626024,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,0.3987323339966454,0.361560667687783,0.5814493340824192,1.0,1.0,-1.0,-0.6020056870537723,-0.7120546872747363,-0.12290489303954724,0.031014987741710215,0.5575350313599967,1.0,-1.0,0.0,0.1844442700544418,0.30344099706382993,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.24866201675814448,0.40377832155602555,-1.0,0.0,-1.0,0.14395763328449396,-0.04511703695756862,0.31015321526954037,1.0765599305945683,-1.0,-1.0,0.0,0.5728012803002706,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.7391167459219268,-0.7391167459219268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4643505624315588,-0.2908176104850702,-0.10963225241346275,1.0,-1.0,1.0,0.45267873021280447,-0.466096617092834,-0.8338745175012083,-2.073271319938338,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1356834385,-1.874851317707804,-1.0,-1.0,-1.0,-0.7066353821997973,0.4373610837911093,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,0.139973203287791,0.8559817301829405,0.6927364071001414,0.0,0.0,0.0,0.7815800213651096,0.2774798039234946,-1.0,1.0,1.0,0.5456602196891948,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,0.5198527979619733,0.4976667320926591,0.5814493340824192,1.0,1.0,-1.0,-0.6020056870537723,-0.6550177996889348,0.15971344035770518,0.2786121651628902,0.5575350313599967,1.0,-1.0,0.0,0.7687292135694059,0.3146923091002491,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.38162712294131956,0.40377832155602555,-1.0,0.0,-1.0,0.6865671741260629,0.0788825117319029,0.40408095042533443,1.0765599305945683,-1.0,-1.0,0.0,0.49830290542379285,-0.762000762001298,-1.0,-1.0,-1.0,-0.4614497297368784,-0.7066353821997973,-0.7066353821997973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49537480235403814,-0.31141018695005307,-0.10963225241346275,1.0,-1.0,1.0,-1.0260717884816843,-0.7116744045933616,-0.5935224506920358,-2.073271319938338,1.0,-1.0,0.0,1.6220826505698334,0.2553769592276243
1356956110,-1.874851317707804,-1.0,-1.0,-1.0,-0.6741540184776678,0.4373610837911093,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,0.7417589415522844,0.0,0.0,0.0,0.0,-0.6171545781325329,-1.062983847939599,0.6927364071001414,0.0,0.0,0.0,-1.2609491011357195,0.2774798039234946,-1.0,1.0,1.0,0.7876603774613851,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-0.6913518416913059,-0.7208066063890888,0.5814493340824192,1.0,1.0,-1.0,-0.3541209923845738,-0.624629294007975,-0.8525740447197261,-1.061827726393154,0.5575350313599967,1.0,-1.0,0.0,-1.2327575078329183,0.29781534104562074,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.21239880598091554,0.40377832155602555,-1.0,0.0,-1.0,-1.2125662188194093,-0.85997121405981,-0.6760880038662972,1.0765599305945683,-1.0,-1.0,0.0,-0.805418654914596,-0.762000762001298,-1.0,-1.0,-1.0,-0.4614497297368784,-0.6741540184776678,-0.6741540184776678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5512184342145009,-0.24963245755510305,-0.10963225241346275,1.0,-1.0,1.0,1.9314292489072407,-0.466096617092834,-0.5935224506920358,-2.073271319938338,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1357005277,-1.874851317707804,-1.0,-1.0,-1.0,-0.6416726547555383,0.3078704910070346,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,0.7417589415522844,0.0,0.0,0.0,0.0,3.3020951139256147,0.17063688085346213,0.6927364071001414,0.0,0.0,0.0,-0.3035135749634558,0.2774798039234946,-1.0,1.0,1.0,0.66666029857529,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,1.9906012889695266,2.0790895756540766,0.5814493340824192,1.0,1.0,-1.0,0.6993889599595212,-0.6073312215434284,0.8791055617325295,0.4066796707255696,0.5575350313599967,1.0,-1.0,0.0,-0.38740907891765086,0.3090666530820399,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,0.23657427983240206,0.40377832155602555,-1.0,0.0,-1.0,-0.39865190755705576,2.388816961604344,2.0697327871880824,1.0765599305945683,-1.0,-1.0,0.0,-0.7495448737572369,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.6416726547555383,-0.6416726547555383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2833904963850127,-0.33200276341503665,-0.10963225241346275,1.0,-1.0,1.0,-1.0260717884816843,1.4985256829113847,1.8099982173996874,-2.073271319938338,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
1357336011,-1.874851317707804,-1.0,-1.0,-1.0,-0.5767099273112791,0.4373610837911093,0.0,0.0,0.0,0.0,1.9061638015954594,0.0,1.0,0.0,-1.9842051686523563,0.0,0.0,0.0,0.0,-0.7062284347702181,-2.5022080315315036,0.6927364071001414,0.0,0.0,0.0,-3.3034782236365485,0.2774798039234946,-1.0,1.0,1.0,0.48332684571756745,-0.6631238651288586,0.0,0.0,0.0,-0.53452248382485,-0.6531063754252543,0.0,0.0,0.0,-1.008572104457641,-1.0740342497255528,0.5814493340824192,1.0,1.0,-1.0,2.1866971279747216,-0.5287886222449477,-1.2687937720865887,-2.20589744275309,0.5575350313599967,1.0,-1.0,0.0,-2.6872540693488935,-3.2407222944081533,0.6642111641543413,0.0,0.0,0.0,-0.1443375672981859,-3.0271146901182333,0.40377832155602555,-1.0,0.0,-1.0,-2.840394841344078,-0.877685435301163,-0.9923113788908038,1.0765599305945683,-1.0,-1.0,0.0,-1.9415188717809078,-0.762000762001298,-1.0,-1.0,-1.0,-1.5920015675922867,-0.5767099273112791,-0.5767099273112791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445736018478071,3.1069575062371735,-0.10963225241346275,1.0,-1.0,1.0,1.9314292489072407,-0.7116744045933616,-0.5935224506920358,-2.073271319938338,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1357474683,0.45632802995309174,-1.0,-1.0,-1.0,-0.5442285635891496,0.5021063801831467,0.0,0.0,0.0,0.0,-0.4043377760960111,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,0.5704968437032694,0.8559817301829405,1.9982780974042496,0.0,0.0,0.0,1.164554231834015,0.23560143515886095,-1.0,1.0,1.0,-0.40400706611381115,1.6745070263325854,0.0,0.0,0.0,1.33630620956212,2.026148615854161,0.0,0.0,0.0,1.4772812274021845,1.460131044669997,1.4046050752607782,1.0,1.0,-1.0,0.3275619179557256,-0.5026077558121207,1.947916713489411,1.8239600656192216,2.4169581464192653,1.0,-1.0,0.0,0.9303399426267366,0.2696870609545733,-1.5055453054188914,0.0,0.0,0.0,-0.1443375672981859,0.40580259679280606,2.48642440116109,-1.0,0.0,-1.0,0.9578719445468474,1.4605917685574428,1.4717262066961934,0.9028449911901756,-1.0,-1.0,0.0,1.1874128730312274,-0.762000762001298,-1.0,-1.0,-1.0,0.1038261891908358,-0.5442285635891496,-0.5442285635891496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3020050403385006,-0.33200276341503665,-2.411909553094414,1.0,-1.0,1.0,-1.0260717884816843,1.7441034704119123,1.5696461505905148,0.5117739240222622,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
1357767432,0.45632802995309174,-1.0,-1.0,-1.0,-0.4792658361448906,-1.9582148827142722,0.0,0.0,0.0,0.0,-0.4043377760960111,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,-0.5874632925866379,-1.4741907575372861,1.9982780974042496,0.0,0.0,0.0,-1.2609491011357195,0.23560143515886095,-1.0,1.0,1.0,0.4613268313746399,1.6745070263325854,0.0,0.0,0.0,-2.4053511772118203,2.026148615854161,0.0,0.0,0.0,-0.9307089490513588,-0.9994999763609779,1.4046050752607782,1.0,1.0,-1.0,1.040230415129673,-0.40022186744088684,-1.1506079235750104,-1.3691897397435846,2.4169581464192653,1.0,-1.0,0.0,-1.2078943187471751,0.33156927715487744,-1.5055453054188914,0.0,0.0,0.0,-0.1443375672981859,0.1640478582779442,2.48642440116109,-1.0,0.0,-1.0,-1.2125662188194093,-0.8280856158253745,-0.9484784358181,0.9028449911901756,-1.0,-1.0,0.0,-1.2337843104543518,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.4792658361448906,-0.4792658361448906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40230208258660016,-0.2908176104850702,-2.411909553094414,1.0,-1.0,1.0,0.45267873021280447,-0.7116744045933616,-0.5935224506920358,0.5117739240222622,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1357870516,0.45632802995309174,-1.0,-1.0,-1.0,-0.4467844724227611,0.372615787399072,0.0,0.0,0.0,0.0,-0.4043377760960111,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,-0.21632222326294967,0.5818437904511492,1.9982780974042496,0.0,0.0,0.0,0.33477677581805326,0.23560143515886095,-1.0,1.0,1.0,-0.19134026079885053,1.6745070263325854,0.0,0.0,0.0,-0.53452248382485,2.026148615854161,0.0,0.0,0.0,0.5573424653798129,0.5527572819708233,1.4046050752607782,1.0,1.0,-1.0,-0.3541209923845738,-0.3735734855360449,0.9510447738700119,0.8421091896386796,2.4169581464192653,1.0,-1.0,0.0,0.4330761609118734,0.30344099706382993,-1.5055453054188914,0.0,0.0,0.0,-0.1443375672981859,0.38162712294131956,2.48642440116109,-1.0,0.0,-1.0,0.41526240370527845,0.7626514516481315,0.6263765902940469,0.9028449911901756,-1.0,-1.0,0.0,0.16306021847963625,-0.762000762001298,-1.0,-1.0,-1.0,0.66910210811854,-0.4467844724227611,-0.4467844724227611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2399565604935419,-0.31141018695005307,-2.411909553094414,1.0,-1.0,1.0,0.45267873021280447,1.7441034704119123,1.5696461505905148,0.5117739240222622,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1358338981,0.45632802995309174,-1.0,-1.0,-1.0,-0.33634783576752075,0.372615787399072,0.0,0.0,0.0,0.0,-0.4043377760960111,0.0,1.0,0.0,-1.9842051686523563,0.0,0.0,0.0,0.0,-0.39446993653832,-2.2280700917997125,1.9982780974042496,0.0,0.0,0.0,-2.02689752207353,0.23560143515886095,-1.0,1.0,1.0,-0.32700701591356685,1.6745070263325854,0.0,0.0,0.0,-0.53452248382485,2.026148615854161,0.0,0.0,0.0,-0.43469181090763487,-0.6462723330245137,1.4046050752607782,1.0,1.0,-1.0,0.5754466126249241,-0.2669799579166783,-1.1454694084223331,-2.0436786023736957,2.4169581464192653,1.0,-1.0,0.0,-2.4137589894057183,-3.190091390244268,-1.5055453054188914,0.0,0.0,0.0,-0.1443375672981859,-3.0754656378212055,2.48642440116109,-1.0,0.0,-1.0,-2.297785300502528,-0.7962000175909391,-0.4788397600391297,0.9028449911901756,-1.0,-1.0,0.0,-2.090515621533866,-0.762000762001298,-1.0,-1.0,-1.0,-4.418381162230817,-0.33634783576752075,-0.33634783576752075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9565596260179943,3.065772353307208,-2.411909553094414,1.0,-1.0,1.0,-1.0260717884816843,-0.7116744045933616,-0.5935224506920358,0.5117739240222622,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1358629114,0.7878260105837698,-1.0,-1.0,-1.0,-0.25839256283440987,-1.9582148827142722,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-0.16689576184925975,0.0,0.0,0.0,0.0,0.3181209165631613,-0.03496657394538139,0.09017870388286066,0.0,0.0,0.0,-0.048197434650852196,1.0955039404593405,-1.0,1.0,1.0,0.13865995434504996,1.440743937186441,0.0,0.0,0.0,-0.53452248382485,1.2819111182765455,0.0,0.0,0.0,1.1860153497712769,1.1555127100495604,-0.11884734124842364,1.0,1.0,-1.0,-0.7259480343883739,-0.2225659880752754,1.3364334103208106,0.8677226907512152,-1.3376462205273352,1.0,-1.0,0.0,-0.3749774843747793,0.3146923091002491,-1.5055453054188914,0.0,0.0,0.0,-0.1443375672981859,0.3211884383126041,0.40377832155602555,-1.0,0.0,-1.0,-0.2629995223466731,0.9681364180478274,1.1116698885989829,0.15008025377114342,-1.0,-1.0,0.0,-0.19080706218364174,1.3123346456684803,-1.0,-1.0,-1.0,0.66910210811854,-0.25839256283440987,-0.25839256283440987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1220644487881206,-0.33200276341503665,1.4252192813738378,1.0,-1.0,1.0,0.45267873021280447,1.7441034704119123,1.5696461505905148,0.6109444576780397,1.0,-1.0,0.0,-0.83612507761331,0.2553769592276243
1358826123,0.7878260105837698,-1.0,-1.0,-1.0,-0.21941492636785448,0.566851676575184,0.0,0.0,0.0,0.0,-0.6353879338651583,0.0,1.0,0.0,-1.075550465250812,0.0,0.0,0.0,0.0,-0.6171545781325329,-0.44617348354306846,0.09017870388286066,0.0,0.0,0.0,-0.23968453988530491,1.0955039404593405,-1.0,1.0,1.0,0.490660183831878,1.440743937186441,0.0,0.0,0.0,-0.53452248382485,1.2819111182765455,0.0,0.0,0.0,-0.7980532028036187,-0.762934673942979,-0.11884734124842364,1.0,1.0,-1.0,-0.8189047948893228,-0.18095711106596124,-0.7498037416661798,-0.5324820367340792,-1.3376462205273352,1.0,-1.0,0.0,-0.4247038625462657,0.33156927715487744,-1.5055453054188914,0.0,0.0,0.0,-0.1443375672981859,0.23657427983240206,0.40377832155602555,-1.0,0.0,-1.0,-0.39865190755705576,-0.6970003786393618,-0.7762775880324776,0.15008025377114342,-1.0,-1.0,0.0,-0.5260497491277983,1.3123346456684803,-1.0,-1.0,-1.0,0.66910210811854,-0.21941492636785448,-0.21941492636785448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41053300338235815,-0.2908176104850702,1.4252192813738378,1.0,-1.0,1.0,0.45267873021280447,-0.466096617092834,-0.3531703838828633,0.6109444576780397,1.0,-1.0,0.0,0.8026800745087843,0.2553769592276243
